y,f0,f1,f2
0,844.0,852.0,872
0,852.0,872.0,820
0,872.0,820.0,788
0,820.0,788.0,840
0,788.0,840.0,772
0,840.0,772.0,852
0,772.0,852.0,852
0,852.0,852.0,856
0,852.0,856.0,864
0,856.0,864.0,832
0,864.0,832.0,820
0,832.0,820.0,796
0,820.0,796.0,804
0,796.0,804.0,808
0,804.0,808.0,816
0,808.0,816.0,832
0,816.0,832.0,844
0,832.0,844.0,856
0,844.0,856.0,824
0,856.0,824.0,872
0,824.0,872.0,864
0,872.0,864.0,876
0,864.0,876.0,840
0,876.0,840.0,888
0,840.0,888.0,940
0,888.0,940.0,960
0,940.0,960.0,964
0,960.0,964.0,900
0,964.0,900.0,916
0,900.0,916.0,916
0,916.0,916.0,916
0,916.0,916.0,884
0,916.0,884.0,860
0,884.0,860.0,868
0,860.0,868.0,892
0,868.0,892.0,840
0,892.0,840.0,832
0,840.0,832.0,344
0,832.0,344.0,516
0,344.0,516.0,836
0,516.0,836.0,488
0,836.0,488.0,340
0,488.0,340.0,236
0,340.0,236.0,676
0,236.0,676.0,832
0,676.0,832.0,788
0,832.0,788.0,800
0,788.0,800.0,796
0,800.0,796.0,776
0,796.0,776.0,784
0,776.0,784.0,804
0,784.0,804.0,788
0,804.0,788.0,820
0,788.0,820.0,880
0,820.0,880.0,924
0,880.0,924.0,920
0,924.0,920.0,956
0,920.0,956.0,984
0,956.0,984.0,960
0,984.0,960.0,920
0,960.0,920.0,868
0,920.0,868.0,880
0,868.0,880.0,920
0,880.0,920.0,924
0,920.0,924.0,852
0,924.0,852.0,880
0,852.0,880.0,852
0,880.0,852.0,848
0,852.0,848.0,1688
0,848.0,1688.0,832
0,1688.0,832.0,1632
0,832.0,1632.0,800
0,1632.0,800.0,808
0,800.0,808.0,796
0,808.0,796.0,848
0,796.0,848.0,640
0,848.0,640.0,116
0,640.0,116.0,820
0,116.0,820.0,824
0,820.0,824.0,812
0,824.0,812.0,796
0,812.0,796.0,812
0,796.0,812.0,820
0,812.0,820.0,812
0,820.0,812.0,792
0,812.0,792.0,832
0,792.0,832.0,844
0,832.0,844.0,900
0,844.0,900.0,888
0,900.0,888.0,856
0,888.0,856.0,888
0,856.0,888.0,912
0,888.0,912.0,1172
0,912.0,1172.0,248
0,1172.0,248.0,136
0,248.0,136.0,1844
0,136.0,1844.0,388
0,1844.0,388.0,440
0,388.0,440.0,440
0,440.0,440.0,364
0,440.0,364.0,780
0,364.0,780.0,1584
0,780.0,1584.0,820
0,1584.0,820.0,820
0,820.0,820.0,840
0,820.0,840.0,872
0,840.0,872.0,824
0,872.0,824.0,824
0,824.0,824.0,844
0,824.0,844.0,316
0,844.0,316.0,512
0,316.0,512.0,580
0,512.0,580.0,200
0,580.0,200.0,784
0,200.0,784.0,852
0,784.0,852.0,752
0,852.0,752.0,808
0,752.0,808.0,820
0,808.0,820.0,844
0,820.0,844.0,832
0,844.0,832.0,792
0,832.0,792.0,200
0,792.0,200.0,536
0,200.0,536.0,756
0,536.0,756.0,728
0,756.0,728.0,716
0,728.0,716.0,704
0,716.0,704.0,692
0,704.0,692.0,696
0,692.0,696.0,692
0,696.0,692.0,700
0,692.0,700.0,688
0,700.0,688.0,688
0,688.0,688.0,692
0,688.0,692.0,700
0,692.0,700.0,688
0,700.0,688.0,692
0,688.0,692.0,700
0,692.0,700.0,704
0,700.0,704.0,696
0,704.0,696.0,720
0,696.0,720.0,740
0,720.0,740.0,760
0,740.0,760.0,724
0,760.0,724.0,740
0,724.0,740.0,736
0,740.0,736.0,732
0,736.0,732.0,760
0,732.0,760.0,792
0,760.0,792.0,780
0,792.0,780.0,776
0,780.0,776.0,804
0,776.0,804.0,772
0,804.0,772.0,744
0,772.0,744.0,756
0,744.0,756.0,756
0,756.0,756.0,728
0,756.0,728.0,804
0,728.0,804.0,792
0,804.0,792.0,732
0,792.0,732.0,792
0,732.0,792.0,840
0,792.0,840.0,832
0,840.0,832.0,776
0,832.0,776.0,796
0,776.0,796.0,836
0,796.0,836.0,780
0,836.0,780.0,724
0,780.0,724.0,780
0,724.0,780.0,824
0,780.0,824.0,824
0,824.0,824.0,820
0,824.0,820.0,800
0,820.0,800.0,796
0,800.0,796.0,772
0,796.0,772.0,788
0,772.0,788.0,808
0,788.0,808.0,832
0,808.0,832.0,848
0,832.0,848.0,848
0,848.0,848.0,824
0,848.0,824.0,836
0,824.0,836.0,844
0,836.0,844.0,800
0,844.0,800.0,820
0,800.0,820.0,828
0,820.0,828.0,832
0,828.0,832.0,824
0,832.0,824.0,776
0,824.0,776.0,780
0,776.0,780.0,780
0,780.0,780.0,788
0,780.0,788.0,764
0,788.0,764.0,760
0,764.0,760.0,748
0,760.0,748.0,744
0,748.0,744.0,740
0,744.0,740.0,728
0,740.0,728.0,728
0,728.0,728.0,736
0,728.0,736.0,724
0,736.0,724.0,736
0,724.0,736.0,740
0,736.0,740.0,728
0,740.0,728.0,724
0,728.0,724.0,728
0,724.0,728.0,732
0,728.0,732.0,752
0,732.0,752.0,736
0,752.0,736.0,724
0,736.0,724.0,720
0,724.0,720.0,724
0,720.0,724.0,720
1,724.0,720.0,716
1,720.0,716.0,716
1,716.0,716.0,720
1,716.0,720.0,720
1,720.0,720.0,716
1,720.0,716.0,708
1,716.0,708.0,716
1,708.0,716.0,724
1,716.0,724.0,732
1,724.0,732.0,784
1,732.0,784.0,664
1,784.0,664.0,704
1,664.0,704.0,696
1,704.0,696.0,696
0,696.0,696.0,692
0,696.0,692.0,704
0,692.0,704.0,728
0,704.0,728.0,744
0,728.0,744.0,748
0,744.0,748.0,744
0,748.0,744.0,744
0,744.0,744.0,748
0,744.0,748.0,744
0,748.0,744.0,724
0,744.0,724.0,764
0,724.0,764.0,756
0,764.0,756.0,732
0,756.0,732.0,804
0,732.0,804.0,792
0,804.0,792.0,808
0,792.0,808.0,788
0,808.0,788.0,796
0,788.0,796.0,808
0,796.0,808.0,792
0,808.0,792.0,764
0,792.0,764.0,760
0,764.0,760.0,752
0,760.0,752.0,1520
0,752.0,1520.0,752
0,1520.0,752.0,756
0,752.0,756.0,776
0,756.0,776.0,780
0,776.0,780.0,768
0,780.0,768.0,764
0,768.0,764.0,780
0,764.0,780.0,760
0,780.0,760.0,760
0,760.0,760.0,768
0,760.0,768.0,792
0,768.0,792.0,776
0,792.0,776.0,792
0,776.0,792.0,788
0,792.0,788.0,764
0,788.0,764.0,768
0,764.0,768.0,792
0,768.0,792.0,812
0,792.0,812.0,788
0,812.0,788.0,788
0,788.0,788.0,804
0,788.0,804.0,792
0,804.0,792.0,752
0,792.0,752.0,748
0,752.0,748.0,760
0,748.0,760.0,772
0,760.0,772.0,756
0,772.0,756.0,776
0,756.0,776.0,780
0,776.0,780.0,772
0,780.0,772.0,788
0,772.0,788.0,800
0,788.0,800.0,800
0,800.0,800.0,760
0,800.0,760.0,764
0,760.0,764.0,764
0,764.0,764.0,764
0,764.0,764.0,752
0,764.0,752.0,768
0,752.0,768.0,788
0,768.0,788.0,776
0,788.0,776.0,752
0,776.0,752.0,764
0,752.0,764.0,772
0,764.0,772.0,780
0,772.0,780.0,792
0,780.0,792.0,764
0,792.0,764.0,760
0,764.0,760.0,768
0,760.0,768.0,784
0,768.0,784.0,752
0,784.0,752.0,768
0,752.0,768.0,788
0,768.0,788.0,776
0,788.0,776.0,784
0,776.0,784.0,804
0,784.0,804.0,808
0,804.0,808.0,764
0,808.0,764.0,772
0,764.0,772.0,776
0,772.0,776.0,800
0,776.0,800.0,816
0,800.0,816.0,796
0,816.0,796.0,780
0,796.0,780.0,784
0,780.0,784.0,1592
0,784.0,1592.0,776
0,1592.0,776.0,788
0,776.0,788.0,764
0,788.0,764.0,756
0,764.0,756.0,768
0,756.0,768.0,776
0,768.0,776.0,784
0,776.0,784.0,788
0,784.0,788.0,792
0,788.0,792.0,760
0,792.0,760.0,736
0,760.0,736.0,760
0,736.0,760.0,796
0,760.0,796.0,824
0,796.0,824.0,836
0,824.0,836.0,796
0,836.0,796.0,788
0,796.0,788.0,808
0,788.0,808.0,820
0,808.0,820.0,776
0,820.0,776.0,764
0,776.0,764.0,1532
0,764.0,1532.0,760
0,1532.0,760.0,784
0,760.0,784.0,820
0,784.0,820.0,836
0,820.0,836.0,836
0,836.0,836.0,796
0,836.0,796.0,792
0,796.0,792.0,820
0,792.0,820.0,804
0,820.0,804.0,812
0,804.0,812.0,820
0,812.0,820.0,824
0,820.0,824.0,796
0,824.0,796.0,824
0,796.0,824.0,840
0,824.0,840.0,848
0,840.0,848.0,828
0,848.0,828.0,840
0,828.0,840.0,804
0,840.0,804.0,816
0,804.0,816.0,816
0,816.0,816.0,796
0,816.0,796.0,776
0,796.0,776.0,784
0,776.0,784.0,756
0,784.0,756.0,736
0,756.0,736.0,732
0,736.0,732.0,756
0,732.0,756.0,736
0,756.0,736.0,732
0,736.0,732.0,720
0,732.0,720.0,724
0,720.0,724.0,732
0,724.0,732.0,740
0,732.0,740.0,736
0,740.0,736.0,752
0,736.0,752.0,772
0,752.0,772.0,780
0,772.0,780.0,784
0,780.0,784.0,800
0,784.0,800.0,804
0,800.0,804.0,816
0,804.0,816.0,832
0,816.0,832.0,836
0,832.0,836.0,816
0,836.0,816.0,812
0,816.0,812.0,796
0,812.0,796.0,764
0,796.0,764.0,780
0,764.0,780.0,796
0,780.0,796.0,820
0,796.0,820.0,812
0,820.0,812.0,772
0,812.0,772.0,760
0,772.0,760.0,756
0,760.0,756.0,748
0,756.0,748.0,760
0,748.0,760.0,764
0,760.0,764.0,760
0,764.0,760.0,1604
0,760.0,1604.0,808
0,1604.0,808.0,828
0,808.0,828.0,840
0,828.0,840.0,828
0,840.0,828.0,852
0,828.0,852.0,868
0,852.0,868.0,844
0,868.0,844.0,800
0,844.0,800.0,812
0,800.0,812.0,844
0,812.0,844.0,1692
0,844.0,1692.0,836
0,1692.0,836.0,864
0,836.0,864.0,876
0,864.0,876.0,840
0,876.0,840.0,844
0,840.0,844.0,888
0,844.0,888.0,908
0,888.0,908.0,904
0,908.0,904.0,852
0,904.0,852.0,864
0,852.0,864.0,884
0,864.0,884.0,908
0,884.0,908.0,896
0,908.0,896.0,888
0,896.0,888.0,852
0,888.0,852.0,848
0,852.0,848.0,860
0,848.0,860.0,872
0,860.0,872.0,808
0,872.0,808.0,824
0,808.0,824.0,824
0,824.0,824.0,820
0,824.0,820.0,792
0,820.0,792.0,796
0,792.0,796.0,788
0,796.0,788.0,768
0,788.0,768.0,764
0,768.0,764.0,772
0,764.0,772.0,776
0,772.0,776.0,768
0,776.0,768.0,780
0,768.0,780.0,784
0,780.0,784.0,796
0,784.0,796.0,784
0,796.0,784.0,764
0,784.0,764.0,764
0,764.0,764.0,768
0,764.0,768.0,752
0,768.0,752.0,748
0,752.0,748.0,760
0,748.0,760.0,784
0,760.0,784.0,788
0,784.0,788.0,796
0,788.0,796.0,804
0,796.0,804.0,784
0,804.0,784.0,788
0,784.0,788.0,796
0,788.0,796.0,788
0,796.0,788.0,800
0,788.0,800.0,828
0,800.0,828.0,848
0,828.0,848.0,836
0,848.0,836.0,828
0,836.0,828.0,776
0,828.0,776.0,768
0,776.0,768.0,764
0,768.0,764.0,780
0,764.0,780.0,776
0,780.0,776.0,812
0,776.0,812.0,832
0,812.0,832.0,808
0,832.0,808.0,808
0,808.0,808.0,816
0,808.0,816.0,780
0,816.0,780.0,776
0,780.0,776.0,784
0,776.0,784.0,780
0,784.0,780.0,784
0,780.0,784.0,800
0,784.0,800.0,812
0,800.0,812.0,780
0,812.0,780.0,784
0,780.0,784.0,768
0,784.0,768.0,760
0,768.0,760.0,760
0,760.0,760.0,732
0,760.0,732.0,724
0,732.0,724.0,724
0,724.0,724.0,720
0,724.0,720.0,712
0,720.0,712.0,716
0,712.0,716.0,700
0,716.0,700.0,692
0,700.0,692.0,692
0,692.0,692.0,684
0,692.0,684.0,680
0,684.0,680.0,684
0,680.0,684.0,700
0,684.0,700.0,716
0,700.0,716.0,724
0,716.0,724.0,732
0,724.0,732.0,732
0,732.0,732.0,712
0,732.0,712.0,720
0,712.0,720.0,732
0,720.0,732.0,720
0,732.0,720.0,720
0,720.0,720.0,732
0,720.0,732.0,736
0,732.0,736.0,740
0,736.0,740.0,760
0,740.0,760.0,780
0,760.0,780.0,784
0,780.0,784.0,772
0,784.0,772.0,776
0,772.0,776.0,760
0,776.0,760.0,776
0,760.0,776.0,772
0,776.0,772.0,792
0,772.0,792.0,792
0,792.0,792.0,832
0,792.0,832.0,808
0,832.0,808.0,816
0,808.0,816.0,828
0,816.0,828.0,808
0,828.0,808.0,828
0,808.0,828.0,816
0,828.0,816.0,804
0,816.0,804.0,796
0,804.0,796.0,784
0,796.0,784.0,752
0,784.0,752.0,748
0,752.0,748.0,752
0,748.0,752.0,744
0,752.0,744.0,748
0,744.0,748.0,736
0,748.0,736.0,712
0,736.0,712.0,712
0,712.0,712.0,708
0,712.0,708.0,700
0,708.0,700.0,712
0,700.0,712.0,712
0,712.0,712.0,708
0,712.0,708.0,728
0,708.0,728.0,740
0,728.0,740.0,744
0,740.0,744.0,724
0,744.0,724.0,724
0,724.0,724.0,732
0,724.0,732.0,736
0,732.0,736.0,724
0,736.0,724.0,724
0,724.0,724.0,744
0,724.0,744.0,756
0,744.0,756.0,752
0,756.0,752.0,736
0,752.0,736.0,736
0,736.0,736.0,732
0,736.0,732.0,724
0,732.0,724.0,736
0,724.0,736.0,744
0,736.0,744.0,732
0,744.0,732.0,728
0,732.0,728.0,740
0,728.0,740.0,740
0,740.0,740.0,752
0,740.0,752.0,768
0,752.0,768.0,780
0,768.0,780.0,784
0,780.0,784.0,768
0,784.0,768.0,772
0,768.0,772.0,776
0,772.0,776.0,772
0,776.0,772.0,780
0,772.0,780.0,776
0,780.0,776.0,772
0,776.0,772.0,776
0,772.0,776.0,780
0,776.0,780.0,780
0,780.0,780.0,776
0,780.0,776.0,760
0,776.0,760.0,780
0,760.0,780.0,788
0,780.0,788.0,780
0,788.0,780.0,764
0,780.0,764.0,776
0,764.0,776.0,784
0,776.0,784.0,768
0,784.0,768.0,784
0,768.0,784.0,800
0,784.0,800.0,796
0,800.0,796.0,808
0,796.0,808.0,800
0,808.0,800.0,808
0,800.0,808.0,792
0,808.0,792.0,784
0,792.0,784.0,800
0,784.0,800.0,800
0,800.0,800.0,788
0,800.0,788.0,800
0,788.0,800.0,808
0,800.0,808.0,824
0,808.0,824.0,812
0,824.0,812.0,816
0,812.0,816.0,804
0,816.0,804.0,812
0,804.0,812.0,780
0,812.0,780.0,808
0,780.0,808.0,800
0,808.0,800.0,784
0,800.0,784.0,792
0,784.0,792.0,808
0,792.0,808.0,800
0,808.0,800.0,800
0,800.0,800.0,792
0,800.0,792.0,776
0,792.0,776.0,776
0,776.0,776.0,764
1,776.0,764.0,780
1,764.0,780.0,792
1,780.0,792.0,792
1,792.0,792.0,772
1,792.0,772.0,788
1,772.0,788.0,788
1,788.0,788.0,828
1,788.0,828.0,716
1,828.0,716.0,756
1,716.0,756.0,760
1,756.0,760.0,768
1,760.0,768.0,764
1,768.0,764.0,760
1,764.0,760.0,768
0,760.0,768.0,764
0,768.0,764.0,764
0,764.0,764.0,772
0,764.0,772.0,772
0,772.0,772.0,768
0,772.0,768.0,760
0,768.0,760.0,748
0,760.0,748.0,752
0,748.0,752.0,744
0,752.0,744.0,732
0,744.0,732.0,740
0,732.0,740.0,744
0,740.0,744.0,736
0,744.0,736.0,744
0,736.0,744.0,748
0,744.0,748.0,760
0,748.0,760.0,748
0,760.0,748.0,740
0,748.0,740.0,724
0,740.0,724.0,712
0,724.0,712.0,700
0,712.0,700.0,716
0,700.0,716.0,692
0,716.0,692.0,708
0,692.0,708.0,732
0,708.0,732.0,804
0,732.0,804.0,788
0,804.0,788.0,808
0,788.0,808.0,848
0,808.0,848.0,808
0,848.0,808.0,780
0,808.0,780.0,820
0,780.0,820.0,800
0,820.0,800.0,868
0,800.0,868.0,860
0,868.0,860.0,852
0,860.0,852.0,824
0,852.0,824.0,804
0,824.0,804.0,808
0,804.0,808.0,792
0,808.0,792.0,756
0,792.0,756.0,744
0,756.0,744.0,740
0,744.0,740.0,740
0,740.0,740.0,728
0,740.0,728.0,732
0,728.0,732.0,736
0,732.0,736.0,744
0,736.0,744.0,728
0,744.0,728.0,732
0,728.0,732.0,732
0,732.0,732.0,740
0,732.0,740.0,732
0,740.0,732.0,732
0,732.0,732.0,724
0,732.0,724.0,716
0,724.0,716.0,720
0,716.0,720.0,724
0,720.0,724.0,724
0,724.0,724.0,720
0,724.0,720.0,708
0,720.0,708.0,696
0,708.0,696.0,684
0,696.0,684.0,684
0,684.0,684.0,672
0,684.0,672.0,652
0,672.0,652.0,648
0,652.0,648.0,664
0,648.0,664.0,668
0,664.0,668.0,684
0,668.0,684.0,692
0,684.0,692.0,668
0,692.0,668.0,688
0,668.0,688.0,712
0,688.0,712.0,712
0,712.0,712.0,696
0,712.0,696.0,692
0,696.0,692.0,700
0,692.0,700.0,720
0,700.0,720.0,800
0,720.0,800.0,796
0,800.0,796.0,800
0,796.0,800.0,788
0,800.0,788.0,776
0,788.0,776.0,772
0,776.0,772.0,752
0,772.0,752.0,708
0,752.0,708.0,712
0,708.0,712.0,716
0,712.0,716.0,736
0,716.0,736.0,724
0,736.0,724.0,728
0,724.0,728.0,752
0,728.0,752.0,736
0,752.0,736.0,704
0,736.0,704.0,728
0,704.0,728.0,740
0,728.0,740.0,696
0,740.0,696.0,704
0,696.0,704.0,712
0,704.0,712.0,732
0,712.0,732.0,736
0,732.0,736.0,688
0,736.0,688.0,716
0,688.0,716.0,708
0,716.0,708.0,692
0,708.0,692.0,680
0,692.0,680.0,704
0,680.0,704.0,708
0,704.0,708.0,712
0,708.0,712.0,708
0,712.0,708.0,696
0,708.0,696.0,708
0,696.0,708.0,696
0,708.0,696.0,696
0,696.0,696.0,676
0,696.0,676.0,676
0,676.0,676.0,688
0,676.0,688.0,688
0,688.0,688.0,692
0,688.0,692.0,692
0,692.0,692.0,668
0,692.0,668.0,672
0,668.0,672.0,676
0,672.0,676.0,692
0,676.0,692.0,700
0,692.0,700.0,688
0,700.0,688.0,668
0,688.0,668.0,664
0,668.0,664.0,672
0,664.0,672.0,668
0,672.0,668.0,660
0,668.0,660.0,652
0,660.0,652.0,656
0,652.0,656.0,660
0,656.0,660.0,656
0,660.0,656.0,656
0,656.0,656.0,652
0,656.0,652.0,668
0,652.0,668.0,664
0,668.0,664.0,664
0,664.0,664.0,652
0,664.0,652.0,652
0,652.0,652.0,668
0,652.0,668.0,676
0,668.0,676.0,672
0,676.0,672.0,668
0,672.0,668.0,668
0,668.0,668.0,676
0,668.0,676.0,680
0,676.0,680.0,672
0,680.0,672.0,668
0,672.0,668.0,672
0,668.0,672.0,676
0,672.0,676.0,676
0,676.0,676.0,664
0,676.0,664.0,672
0,664.0,672.0,672
0,672.0,672.0,672
0,672.0,672.0,660
0,672.0,660.0,672
0,660.0,672.0,672
0,672.0,672.0,692
0,672.0,692.0,692
0,692.0,692.0,692
0,692.0,692.0,720
0,692.0,720.0,716
0,720.0,716.0,700
0,716.0,700.0,724
0,700.0,724.0,740
0,724.0,740.0,756
0,740.0,756.0,776
0,756.0,776.0,712
0,776.0,712.0,688
0,712.0,688.0,696
0,688.0,696.0,716
0,696.0,716.0,712
0,716.0,712.0,696
0,712.0,696.0,728
0,696.0,728.0,760
0,728.0,760.0,740
0,760.0,740.0,736
0,740.0,736.0,744
0,736.0,744.0,752
0,744.0,752.0,700
0,752.0,700.0,740
0,700.0,740.0,764
0,740.0,764.0,708
0,764.0,708.0,716
0,708.0,716.0,704
0,716.0,704.0,700
0,704.0,700.0,704
0,700.0,704.0,680
0,704.0,680.0,696
0,680.0,696.0,712
0,696.0,712.0,704
0,712.0,704.0,696
0,704.0,696.0,724
0,696.0,724.0,744
0,724.0,744.0,728
0,744.0,728.0,712
0,728.0,712.0,724
0,712.0,724.0,716
0,724.0,716.0,708
0,716.0,708.0,712
0,708.0,712.0,724
0,712.0,724.0,700
0,724.0,700.0,708
0,700.0,708.0,708
0,708.0,708.0,704
0,708.0,704.0,728
0,704.0,728.0,716
0,728.0,716.0,700
0,716.0,700.0,688
0,700.0,688.0,692
0,688.0,692.0,696
0,692.0,696.0,684
0,696.0,684.0,680
0,684.0,680.0,692
0,680.0,692.0,704
0,692.0,704.0,720
0,704.0,720.0,736
0,720.0,736.0,696
0,736.0,696.0,688
0,696.0,688.0,700
0,688.0,700.0,688
0,700.0,688.0,664
0,688.0,664.0,680
0,664.0,680.0,680
0,680.0,680.0,696
0,680.0,696.0,680
0,696.0,680.0,680
0,680.0,680.0,684
0,680.0,684.0,684
0,684.0,684.0,672
0,684.0,672.0,672
0,672.0,672.0,680
0,672.0,680.0,704
0,680.0,704.0,732
0,704.0,732.0,696
0,732.0,696.0,696
0,696.0,696.0,708
0,696.0,708.0,712
0,708.0,712.0,708
0,712.0,708.0,684
0,708.0,684.0,680
0,684.0,680.0,672
0,680.0,672.0,664
0,672.0,664.0,652
0,664.0,652.0,672
0,652.0,672.0,668
0,672.0,668.0,660
0,668.0,660.0,672
0,660.0,672.0,668
0,672.0,668.0,660
0,668.0,660.0,668
0,660.0,668.0,668
0,668.0,668.0,680
0,668.0,680.0,676
0,680.0,676.0,668
0,676.0,668.0,676
0,668.0,676.0,672
0,676.0,672.0,672
0,672.0,672.0,672
0,672.0,672.0,660
0,672.0,660.0,652
0,660.0,652.0,644
0,652.0,644.0,640
0,644.0,640.0,644
0,640.0,644.0,644
0,644.0,644.0,640
0,644.0,640.0,636
0,640.0,636.0,632
0,636.0,632.0,652
0,632.0,652.0,656
0,652.0,656.0,640
0,656.0,640.0,636
0,640.0,636.0,644
0,636.0,644.0,648
0,644.0,648.0,648
0,648.0,648.0,648
0,648.0,648.0,660
0,648.0,660.0,652
0,660.0,652.0,648
0,652.0,648.0,644
0,648.0,644.0,640
0,644.0,640.0,644
0,640.0,644.0,656
0,644.0,656.0,664
0,656.0,664.0,664
0,664.0,664.0,668
0,664.0,668.0,680
0,668.0,680.0,680
0,680.0,680.0,656
0,680.0,656.0,660
0,656.0,660.0,664
0,660.0,664.0,680
0,664.0,680.0,700
0,680.0,700.0,696
0,700.0,696.0,688
0,696.0,688.0,676
0,688.0,676.0,704
0,676.0,704.0,716
0,704.0,716.0,708
0,716.0,708.0,744
0,708.0,744.0,728
0,744.0,728.0,720
0,728.0,720.0,716
0,720.0,716.0,724
0,716.0,724.0,736
0,724.0,736.0,716
0,736.0,716.0,736
0,716.0,736.0,756
0,736.0,756.0,812
0,756.0,812.0,820
0,812.0,820.0,796
0,820.0,796.0,796
0,796.0,796.0,836
0,796.0,836.0,836
0,836.0,836.0,752
0,836.0,752.0,740
0,752.0,740.0,756
0,740.0,756.0,764
0,756.0,764.0,732
0,764.0,732.0,728
0,732.0,728.0,804
0,728.0,804.0,816
0,804.0,816.0,772
0,816.0,772.0,740
0,772.0,740.0,812
0,740.0,812.0,848
0,812.0,848.0,852
0,848.0,852.0,820
0,852.0,820.0,756
0,820.0,756.0,856
0,756.0,856.0,800
0,856.0,800.0,816
0,800.0,816.0,860
0,816.0,860.0,864
0,860.0,864.0,900
0,864.0,900.0,892
0,900.0,892.0,856
0,892.0,856.0,836
0,856.0,836.0,832
0,836.0,832.0,792
0,832.0,792.0,788
0,792.0,788.0,788
0,788.0,788.0,772
0,788.0,772.0,796
0,772.0,796.0,780
0,796.0,780.0,808
0,780.0,808.0,832
0,808.0,832.0,844
0,832.0,844.0,844
0,844.0,844.0,816
0,844.0,816.0,828
0,816.0,828.0,820
0,828.0,820.0,796
0,820.0,796.0,788
0,796.0,788.0,784
0,788.0,784.0,764
0,784.0,764.0,760
0,764.0,760.0,768
0,760.0,768.0,804
0,768.0,804.0,812
0,804.0,812.0,760
0,812.0,760.0,816
0,760.0,816.0,788
0,816.0,788.0,744
0,788.0,744.0,744
0,744.0,744.0,728
0,744.0,728.0,712
0,728.0,712.0,744
0,712.0,744.0,756
0,744.0,756.0,740
0,756.0,740.0,724
0,740.0,724.0,828
0,724.0,828.0,856
0,828.0,856.0,780
0,856.0,780.0,736
0,780.0,736.0,748
0,736.0,748.0,752
0,748.0,752.0,732
0,752.0,732.0,748
0,732.0,748.0,736
0,748.0,736.0,728
0,736.0,728.0,720
0,728.0,720.0,720
